Job_Name,Company_Name,Time_Posted,Applicants,Location,Job_Type
ETL Specialist- Snowflake / snowpark,Axtria - Ingenious Insights,,,"Delhi, India",
Workday Systems Administrator,AllianceBernstein,,,"Pune, Maharashtra, India",
Tech Lead - Cognos Developer,ArisGlobal,,,"Bengaluru, Karnataka, India",Contract
Senior Analyst-Record To Report,Accenture in India,,,"Mumbai, Maharashtra, India",
Lead Google Could Engineer,Virtusa,1 day ago,,"Hyderabad, Telangana, India",
SAP BRIM (CRM/HYBRIS),EY,1 day ago,50 applicants,"Hyderabad, Telangana, India",Full-time
Sap Advanced Business Application Programming Consultant,ACL Digital,1 day ago,,"Bengaluru, Karnataka, India",Part-time
EAA Audit Manager,Bimbo Bakeries USA,1 day ago,169 applicants,"Jalalabad, Punjab, India",Full-time
Opportunity with TietoEVRY for Azure Synapse for Bangalore Location,Tietoevry,2 days ago,,"Bengaluru, Karnataka, India",
ServiceNow,Tata Consultancy Services,1 day ago,,"Bengaluru, Karnataka, India",
"Sr. Representative, Operations",Concentrix,,,"Thane, Maharashtra, India",Part-time
Engineer - Field Services,Wabtec Corporation,1 day ago,,"Tamil Nadu, India",
"Spark(PySpark), Databricks",LTIMindtree,1 day ago,38 applicants,"Chennai, Tamil Nadu, India",Full-time
AEM Forms,Axeno,1 day ago,,"Noida, Uttar Pradesh, India",
Dance Instructor,Bangalore School for Performing Arts,,,"Bengaluru, Karnataka, India",Part-time
SAP BO Business Objects Developer,CGI,,,"Bengaluru, Karnataka, India",
"Technical Lead, Workflow & Automation",Link Group (LNK),,,Mumbai Metropolitan Region,
Learning Routes - Admission Counselor - Sales,Learning Routes,,,"Nagpur, Maharashtra, India",
Sap Business Warehouse Consultant,Tata Consultancy Services,,,"Kolkata, West Bengal, India",
Assistant Manager/Manager - Equity Research - Investment Bank,Credo Consulting Ltd,,,"Delhi, Delhi, India",
Data Platform Architect,Xactly Corp,,,"Bengaluru, Karnataka, India",Part-time
Risk-BENGALURU-Analyst-Liquidity Risk,Goldman Sachs,,,"Bengaluru, Karnataka, India",Contract
L3 Messaging and SaaS Engineer,Condé Nast Technology Lab,,,"Bengaluru, Karnataka, India",
"Hiring for Part time work for data entry, freshers can apply.",Global Services,,,Greater Kolkata Area,
Metrologist,Gestamp,,,"Kanchipuram, Tamil Nadu, India",
Salesforce Commerce Cloud Backend Developer (SFCC),Marks and Spencer Reliance India Private Limited,,,"Gurugram, Haryana, India",
Instagram Management (Influencing) work from home job/internship at United Well-Being Foundation,United Well-being Foundation,,,India,Part-time
R Shiny Developer,Quantzig,1 day ago,,"Bengaluru, Karnataka, India",
Staff / Principal Salesforce Engineer,Junglee Games,1 day ago,50 applicants,"Bengaluru, Karnataka, India",Full-time
Quality Engineer – Associate 2 - P&T Lab,PwC,1 day ago,,"Mumbai, Maharashtra, India",
Tutoring for Spoken Telugu work from home job/internship at LevelApp,LevelApp,1 day ago,169 applicants,India,Full-time
Senior / Lead - Statistical Programmer,ClinChoice,2 days ago,,"Bengaluru, Karnataka, India",
GRC Lead Engineer,Ethos,1 day ago,,"Bengaluru, Karnataka, India",
Lead Data Engineer,Uplers,,,"Hyderabad, Telangana, India",
IFS-Chief Data Office Services-Senior Associate ( CDO Reporting )-Kolkata/Bangalore,PwC Acceleration Centers in India,1 day ago,,"Kolkata, West Bengal, India",
Pega Decisioning,Careernet,1 day ago,38 applicants,"Hyderabad, Telangana, India",Part-time
Translation work from home job/internship at Pi Consulting,PI Consulting,1 day ago,,India,
Social Media Marketing Internship in Pune at FirstCry.com,FirstCry.com (BrainBees Solutions Pvt. Ltd.),,,"Pune, Maharashtra, India",
Team lead - Cloud Success Demand,Siemens Healthineers,,,"Bengaluru, Karnataka, India",
ELK,Capgemini,,,"Bengaluru, Karnataka, India",
Teradata Operations DBA,Teradata,,,"Mumbai, Maharashtra, India",Contract
DRAM Controller Verification Leader,AMD,,,"Bengaluru, Karnataka, India",
Senior Tableau Developer,Valiantys - Atlassian Platinum Solution Partner,,,"Delhi, Delhi, India",
AM- Analytics-ANA007048,Genpact,,,"Bengaluru, Karnataka, India",Part-time
Senior Data & API Consultant,Pluralsight,,,"Bengaluru, Karnataka, India",Part-time
Team Lead-Big Data,Infogain,11 hours ago,,"Gurugram, Haryana, India",
Associate - Hunter,SBI Card,1 day ago,26 applicants,"Gurugram, Haryana, India",Full-time
Mechanical Engineer,Larsen & Toubro,2 days ago,,"Vadodara, Gujarat, India",Full-time
Software Developer 2,Oracle,1 day ago,66 applicants,"Hyderabad, Telangana, India",Full-time
QA Engineer,Ozone API,4 weeks ago,163 applicants,"Pune, Maharashtra, India",Full-time
Fullstack Python Developer - Remote Work,BairesDev,3 days ago,32 applicants,"Jaipur, Rajasthan, India",Full-time
Manufacturing Engineer,Cummins West Africa Limited,2 days ago,55 applicants,"Phaltan, Maharashtra, India",Full-time
Engineer - Customer Service,Gunnebo Entrance Control,2 days ago,42 applicants,"Gurugram, Haryana, India",Full-time
Contract Engineer,Larsen & Toubro,1 day ago,102 applicants,"Vadodara, Gujarat, India",Full-time
Draughtsman - BIM Modelling,Larsen & Toubro,2 days ago,42 applicants,"Patna, Bihar, India",Full-time
Head of Marketing,GIGABYTE Technology India Pvt Ltd.,1 day ago,,"New Delhi, Delhi, India",Full-time
Market Research Executive,HealthAsyst®,1 day ago,169 applicants,"Bengaluru East, Karnataka, India",Full-time
Internship - CRM,Tata CLiQ Fashion,1 day ago,176 applicants,Mumbai Metropolitan Region,Internship
Associate Manager - Finance,PepsiCo,1 day ago,37 applicants,"Hyderabad, Telangana, India",Full-time
Executive N - Retail Sales,Asian Paints,2 days ago,69 applicants,"Hyderabad, Telangana, India",Full-time
"Book Editor in Noida, Faridabad, Delhi, Ghaziabad, Greater Noida, Gautam Buddha Nagar",Walnut Publication,1 day ago,51 applicants,"Noida, Uttar Pradesh, India",Full-time
Quality Analyst,Deqode,1 day ago,51 applicants,"Ahmedabad, Gujarat, India",Full-time
"AI ML Engineer - Deep Learning (LLM, LSTM, Neural Networks, Tranformer model) -4+ years in Core AI",SOLIZE India Technologies Private Limited,1 week ago,60 applicants,"Bengaluru, Karnataka, India",Full-time
AI Engineer,MKU,1 week ago,155 applicants,"Gurugram, Haryana, India",Full-time
AI Engineer,HireQuotient,3 days ago,88 applicants,"Bengaluru, Karnataka, India",Full-time
Cloud & AI/ML Engineer,Samsung India,5 days ago,,"Noida, Uttar Pradesh, India",Full-time
Data Analyst,Precision Industrial Fasteners,1 day ago,,India,Part-time
Product Analyst,HireQuotient,3 weeks ago,95 applicants,"Bengaluru, Karnataka, India",Full-time
Head of Analytics,Taglynk,2 weeks ago,195 applicants,"Bengaluru, Karnataka, India",Full-time
Director Data Science,Sigmoid,3 weeks ago,157 applicants,"Bengaluru, Karnataka, India",Full-time
Power BI Developer,Infosys,1 month ago,,"Bengaluru, Karnataka, India",Full-time
Data Scientist/ Senior Data Scientist,Ideas2IT Technologies,2 weeks ago,,"Chennai, Tamil Nadu, India",Full-time
"Head of Generative AI Specialist, Blackbelt, Google Cloud",Google,1 week ago,38 applicants,"Bengaluru, Karnataka, India",Full-time
AI/ML Engineer,Maieutic Semiconductors,3 days ago,35 applicants,"Bengaluru, Karnataka, India",Full-time
Student / Intern,Oracle,1 day ago,,"Bengaluru, Karnataka, India",Full-time
EXECUTIVE I - STRATEGY & NEW BUSINESSES,Asian Paints,2 days ago,74 applicants,Mumbai Metropolitan Region,Full-time
Business Intelligence Analyst,"Pinnacle Group, Inc.",1 day ago,106 applicants,"Churachandpur, Manipur, India",Full-time
"Lead, Brand Marketing",Headout,,32 applicants,"Bengaluru, Karnataka, India",Full-time
Human Resources Manager,Asahi India Glass Limited (AIS),1 day ago,,Greater Delhi Area,Full-time
WHS Officer,Amazon,2 days ago,50 applicants,"Unnao, Uttar Pradesh, India",Full-time
"Business Development (Sales) Internship in Mumbai, Chennai, Delhi, Bangalore, Hyderabad",HungerBox,2 days ago,,"Delhi, India",Internship
QA Officer,QIMA,2 days ago,41 applicants,"New Delhi, Delhi, India",Full-time
Growth Marketing Manager,GIVA,1 day ago,,"Bangalore Urban, Karnataka, India",Full-time
Draftsman/AutoCAD  Operator,Balaji Railroad Systems Pvt Ltd (BARSYL),2 days ago,73 applicants,"Bengaluru, Karnataka, India",Full-time
Java Developer (Backend developer),KBC Technologies Group,3 days ago,33 applicants,"Chennai, Tamil Nadu, India",Full-time
Java Developer,HighRadius,3 days ago,107 applicants,"Hyderabad, Telangana, India",Full-time
Software Developer 4 (Java Developer),Oracle,3 days ago,,"Bengaluru, Karnataka, India",Full-time
Chief Engineer,Pullman Hotels & Resorts,5 days ago,48 applicants,"Delhi, Delhi, India",Full-time
Senior Engineer,Deutsche Bank,1 day ago,46 applicants,"Pune, Maharashtra, India",Full-time
Senior Java Software Engineer,Blue Spire Inc,2 days ago,158 applicants,"Hyderabad, Telangana, India",Full-time
Senior Java developer - AVP - C12  - Pune,Citi,2 days ago,,"Pune, Maharashtra, India",Full-time
Java Application Developer,TRD STUDIOS | Business Life Cycle Management Company,1 day ago,40 applicants,"Chennai, Tamil Nadu, India",Full-time
Java Developer,Aqilea,2 days ago,75 applicants,"Hyderabad, Telangana, India",Full-time
RCE-DET-Java,EY,1 day ago,,"Coimbatore, Tamil Nadu, India",Full-time
Deputy Director- AI/ML,PepsiCo,2 weeks ago,61 applicants,"Hyderabad, Telangana, India",Full-time
"Staff Software Engineer, Machine Learning",LinkedIn,2 weeks ago,,"Bengaluru, Karnataka, India",Full-time
Senior AI/ML Engineer,Gainwell Technologies,1 day ago,,"Bengaluru, Karnataka, India",Full-time
AI Engineer,IBM,2 days ago,95 applicants,"Bengaluru, Karnataka, India",Full-time
AI Engineer,iO Associates - UK/EU,1 week ago,125 applicants,"Gurgaon, Haryana, India",Full-time
AI/IOT Engineer,AICRA - All India Council for Robotics & Automation,2 months ago,39 applicants,"Kozhikode, Kerala, India",Full-time
Data Scientist - NLP/Python,Prismforce,1 month ago,40 applicants,"Kolkata, West Bengal, India",Full-time
Digital Analytics Specialist,Bangalore International Airport Ltd,3 weeks ago,99 applicants,"Devanahalli, Karnataka, India",Full-time
Data Scientist (Freelancer),Soul AI,1 week ago,84 applicants,India,Part-time
Python Senior Developer,Infosys,1 week ago,,"Pune, Maharashtra, India",Full-time
KPMG INDIA - Liquidity Reporting Specialist,KPMG India,4 days ago,,"Bengaluru, Karnataka, India",Full-time
Data Science Specialist,GE Aerospace,2 weeks ago,86 applicants,"Bengaluru, Karnataka, India",Full-time
Data Analyst,"ARK Solutions, Inc.",,,India,Full-time
Gen AI - AI/ML Engineer (LLM and LangChain Expert),Tata Consultancy Services,2 weeks ago,,"Delhi, India",Full-time
Machine Learning Engineer,Freyr Solutions,3 days ago,,"Hyderabad, Telangana, India",Full-time
Data Scientist,LTIMindtree,3 weeks ago,,"Hyderabad, Telangana, India",Full-time
Associate Consultant - Data Science,KPMG India,1 day ago,61 applicants,"Bengaluru, Karnataka, India",Full-time
AI / ML Engineer,Grootan Technologies,1 month ago,80 applicants,"Chennai, Tamil Nadu, India",Full-time
Data Analyst,University of the People,1 day ago,,India,Full-time
Machine Learning Specialist,Undisclosed,1 week ago,54 applicants,"Pune, Maharashtra, India",Full-time
Junior Engineer: AI/ML [R&D],Litmus7,5 days ago,,"Thiruvananthapuram, Kerala, India",Full-time
Manager - Data Science,PepsiCo,2 weeks ago,74 applicants,"Hyderabad, Telangana, India",Full-time
"Data Analytics Internship in Dombivli, Kalyan, Mumbai (Hybrid)",Resitex,1 week ago,115 applicants,Mumbai Metropolitan Region,Internship
"Staff Data Scientist, Ads Insights and Measurement",Google,1 week ago,,"Bengaluru, Karnataka, India",Full-time
"Applied Scientist I, Alexa AI",Amazon,,170 applicants,"Bengaluru, Karnataka, India",Full-time
Senior AI/ML Developer,OP,4 days ago,36 applicants,"Chennai, Tamil Nadu, India",Full-time
Data Scientist (Databricks),Careerwise,1 week ago,,India,Contract
GEN AI,Virtusa,,30 applicants,"Pune, Maharashtra, India",Full-time
"Data and Analytics Consultant, Google Cloud",Google,1 week ago,29 applicants,"Bengaluru, Karnataka, India",Full-time
Data Analyst,Precision Industrial Fasteners,1 day ago,,India,Part-time
Product Analyst,HireQuotient,3 weeks ago,95 applicants,"Bengaluru, Karnataka, India",Full-time
Product Analyst,Time Hack Consulting,1 week ago,104 applicants,"Bengaluru, Karnataka, India",Full-time
Head of Analytics,Taglynk,2 weeks ago,196 applicants,"Bengaluru, Karnataka, India",Full-time
Power BI Developer,Infosys,1 month ago,,"Bengaluru, Karnataka, India",Full-time
Director Data Science,Sigmoid,3 weeks ago,157 applicants,"Bengaluru, Karnataka, India",Full-time
Software Engineer (ML/NLP & Python),Gartner,1 day ago,107 applicants,"Chennai, Tamil Nadu, India",Full-time
"Head of Generative AI Specialist, Blackbelt, Google Cloud",Google,1 week ago,38 applicants,"Bengaluru, Karnataka, India",Full-time
Junior Data Analyst,Logitech,1 day ago,,"Chennai, Tamil Nadu, India",Full-time
Engagement Executive-Customer Operations | 15+ years| Kolkata,Capgemini,2 days ago,,Greater Kolkata Area,Full-time
Sales Advisor,H&M,2 days ago,,"Aurangabad, Maharashtra, India",Full-time
ASE - Kangra,Reckitt,1 day ago,42 applicants,"Mandi, Himachal Pradesh, India",Full-time
Guest Relations Executive,Courtyard by Marriott Nashik,2 days ago,,"Nashik, Maharashtra, India",Full-time
Assistant Manager,BNP Paribas CIB,1 day ago,132 applicants,"Mumbai, Maharashtra, India",Full-time
Lekarz orzecznik Zakładu_Kętrzyn,ZUS,1 day ago,,"West Bunghmun, Mizoram, India",Full-time
Stanowisko ds. opracowania decyzji i korespondencji_Działdowo,ZUS,,,"West Bunghmun, Mizoram, India",Full-time
Finance Intern,The Muthoot Group,1 day ago,157 applicants,"Belagavi, Karnataka, India",Internship
Sales Advisor,H&M,2 days ago,66 applicants,"Indore, Madhya Pradesh, India",Full-time
Software Engineer - Java,H&M,,,"Bengaluru, Karnataka, India",Full-time
Sales Advisor,H&M,2 days ago,,"Bangalore Urban, Karnataka, India",Full-time
Sales Associate,Amazon,1 day ago,,"Hyderabad, Telangana, India",Full-time
"Applications invited for Research Associate at AISS, Amity University Noida  25.03.2025 - Adv/AUUP/HR/25/31",Amity University,1 day ago,,"Gautam Buddha Nagar, Uttar Pradesh, India",Full-time
RP Sanjiv Goenka Group - Senior Manager - Packaging &amp; Sourcing - GIL,RPSG (FMCG) - Guiltfree Industries Limited,2 days ago,50 applicants,"Kolkata, West Bengal, India",Full-time
As Needed BSC Nurse (Evening Hours),VitalCheck Wellness,2 days ago,,"Gurgaon, Haryana, India",Full-time
Call Center Manager,HCLTech,2 days ago,,"Noida, Uttar Pradesh, India",Full-time
React.js Developer,Persistent Systems,2 days ago,,"Hyderabad, Telangana, India",Contract
Engineer - Customer Service,Gunnebo Entrance Control,2 days ago,42 applicants,"Gurugram, Haryana, India",Full-time
Contract Engineer,Larsen & Toubro,1 day ago,102 applicants,"Vadodara, Gujarat, India",Full-time
Java Developer (Backend developer),KBC Technologies Group,3 days ago,33 applicants,"Chennai, Tamil Nadu, India",Full-time
Java Developer,HighRadius,3 days ago,107 applicants,"Hyderabad, Telangana, India",Full-time
Software Developer 4 (Java Developer),Oracle,3 days ago,,"Bengaluru, Karnataka, India",Full-time
Chief Engineer,Pullman Hotels & Resorts,5 days ago,48 applicants,"Delhi, Delhi, India",Full-time
Senior Engineer,Deutsche Bank,1 day ago,46 applicants,"Pune, Maharashtra, India",Full-time
Senior Java Software Engineer,Blue Spire Inc,2 days ago,158 applicants,"Hyderabad, Telangana, India",Full-time
Senior Java developer - AVP - C12  - Pune,Citi,2 days ago,,"Pune, Maharashtra, India",Full-time
Java Application Developer,TRD STUDIOS | Business Life Cycle Management Company,1 day ago,40 applicants,"Chennai, Tamil Nadu, India",Full-time
Java Developer,Aqilea,2 days ago,75 applicants,"Hyderabad, Telangana, India",Full-time
RCE-DET-Java,EY,1 day ago,,"Coimbatore, Tamil Nadu, India",Full-time
Student / Intern,Oracle,1 day ago,,"Bengaluru, Karnataka, India",Full-time
EXECUTIVE I - STRATEGY & NEW BUSINESSES,Asian Paints,2 days ago,74 applicants,Mumbai Metropolitan Region,Full-time
Business Intelligence Analyst,"Pinnacle Group, Inc.",1 day ago,106 applicants,"Churachandpur, Manipur, India",Full-time
"Lead, Brand Marketing",Headout,,32 applicants,"Bengaluru, Karnataka, India",Full-time
Human Resources Manager,Asahi India Glass Limited (AIS),1 day ago,,Greater Delhi Area,Full-time
WHS Officer,Amazon,2 days ago,50 applicants,"Unnao, Uttar Pradesh, India",Full-time
"Business Development (Sales) Internship in Mumbai, Chennai, Delhi, Bangalore, Hyderabad",HungerBox,2 days ago,,"Delhi, India",Internship
QA Officer,QIMA,2 days ago,41 applicants,"New Delhi, Delhi, India",Full-time
Growth Marketing Manager,GIVA,1 day ago,,"Bangalore Urban, Karnataka, India",Full-time
Draftsman/AutoCAD  Operator,Balaji Railroad Systems Pvt Ltd (BARSYL),2 days ago,73 applicants,"Bengaluru, Karnataka, India",Full-time
AI Engineer,HireQuotient,3 days ago,88 applicants,"Bengaluru, Karnataka, India",Full-time
Cloud & AI/ML Engineer,Samsung India,5 days ago,,"Noida, Uttar Pradesh, India",Full-time
Data Analyst,Precision Industrial Fasteners,1 day ago,,India,Part-time
Product Analyst,HireQuotient,3 weeks ago,95 applicants,"Bengaluru, Karnataka, India",Full-time
Head of Analytics,Taglynk,2 weeks ago,195 applicants,"Bengaluru, Karnataka, India",Full-time
Director Data Science,Sigmoid,3 weeks ago,157 applicants,"Bengaluru, Karnataka, India",Full-time
Power BI Developer,Infosys,1 month ago,,"Bengaluru, Karnataka, India",Full-time
Data Scientist/ Senior Data Scientist,Ideas2IT Technologies,2 weeks ago,,"Chennai, Tamil Nadu, India",Full-time
"Head of Generative AI Specialist, Blackbelt, Google Cloud",Google,1 week ago,38 applicants,"Bengaluru, Karnataka, India",Full-time
